run_id,strategy,best_round,validation_macro_f1,test_loss,test_accuracy,test_macro_f1,test_weighted_f1
fedper-20260805T162143974378Z-270b7ffe84,fedper,30,0.9941709664789821,0.045511027067622556,0.9917290757962307,0.9940726452547172,0.9917202200368859
