run_id,strategy,best_round,validation_macro_f1,test_loss,test_accuracy,test_macro_f1,test_weighted_f1
fedavg-20260805T110020360734Z-ebfabf8795,fedavg,22,0.4557746255022112,1.1605600444092228,0.7389211208492779,0.45655616549573097,0.6510593279550495
fedprox-20260805T111510205887Z-600756a341,fedprox,21,0.45570387455550826,1.1377830378230214,0.7390445623997037,0.4566906572025461,0.6511848906447325
